Text,C_Text,label
"Ab Tu Aati Hai Bulati Hai,
Bistar Se Youn Girati Hai
Ke So Un Mai
Baahon Mai Bus Teri

BELOVED WINNERS TEJRAN",aati bulati bistar youn girati ke so un mai baahon mai bus teri beloved winners tejran,1
"Teri Hi Baaton Pe Maine
Saja Li Hai Duniya Yahan
Dil Ke Darmiyan
Baarishein Hain Baarishein

BELOVED WINNERS TEJRAN",teri baaton maine saja li duniya yahan dil ke darmiyan baarishein baarishein beloved winners tejran,1
"Sun Zara Mere Paas Aa
Ab Beithe Hain Hum Bhi Yaha
Dil Ke Darmiyan
Baarishein Hain Barishein Hain

BELOVED WINNERS TEJRAN",sun zara mere paas aa beithe yaha dil ke darmiyan baarishein barishein beloved winners tejran,1
"Haule Se, Dheeme Se,
Mujh Ko Baahon Mai Bhar Lo Na Tum
Naram Si, Sanson Mai,
Mujhko Aahon Mai Bhar Lo Na Tum

BELOVED WINNERS TEJRAN",haule dheeme mujh baahon mai bhar lo tum naram si sanson mai mujhko aahon mai bhar lo tum beloved winners tejran,1
"𝗧𝗲𝗮𝗰𝗵𝗲𝗿: Dear student paisa apko khushi nahi de skta

𝗦𝘁𝘂𝗱𝗲𝗻𝘁: Lekin sir aap khushi ko paise doge toh woh khushi khushi jarur de sakti hai",dear student paisa apko khushi nahi skta lekin sir aap khushi paise doge toh khushi khushi jarur sakti,3
"Apne hi rang me mujhko rang de
Dhime-dhime rang me mujhko rang de

BELOVED WINNERS TEJRAN",apne rang me mujhko rang dhime dhime rang me mujhko rang beloved winners tejran,3
"Ek bhi saans alag nahi leni
Ek bhi saans alag nahi leni
Khainch lena pran is tann ke
Haye nai rehna duja banke

BELOVED WINNERS TEJRAN",ek saans alag nahi leni ek saans alag nahi leni khainch lena pran tann ke haye rehna duja banke beloved winners tejran,3
Ek zamana hua krta tha jab hum bhi Bina overthinking kiye Khushi se rehte the,ek zamana hua jab bina overthinking kiye khushi rehte the,3
"Tu hai mera khuda, ab na hona juda
Kar de qaram ke dil yeh chain payega

BELOVED WINNERS TEJRAN",mera khuda hona juda qaram ke dil chain payega beloved winners tejran,1
"Khushiyon ke beshumar behisaab se sikke khanke
Dil ki ab har muraad ishq ke hi dum se

BELOVED WINNERS TEJRAN",khushiyon ke beshumar behisaab sikke khanke dil har muraad ishq ke dum beloved winners tejran,1
"Roshan hai yeh zameen
 aasmaan sab ishq ke dum se
Dhalte hai din aur raat ishq ke hi dum se

BELOVED WINNERS TEJRAN",roshan zameen aasmaan sab ishq ke dum dhalte din raat ishq ke dum beloved winners tejran,1
"Dil Par Toota Hain Yeh Kaisa Keher
Tumko Paakar Khone Ka Hain Dar
Pyar Ka Yeh Dhai Aakhar
Kaise Likhoge Iss Chotte Khat Par

BELOVED WINNERS TEJRAN",dil toota kaisa keher tumko paakar khone dar pyar dhai aakhar kaise likhoge iss chotte khat beloved winners tejran,1
"Accha Batao
Dil Ki Itni Saari Baatein
Kaise Likhoge Iss Chote Khat Par

BELOVED WINNERS TEJRAN",accha batao dil itni saari baatein kaise likhoge iss chote khat beloved winners tejran,1
"Kal Kya Ho Kisko Khabar
Lagta Hain Dar Lagta Hain Dar
Iss Pal Mein Simte Umar
Raat Kate Na Kabhie Ho Seher

BELOVED WINNERS TEJRAN",kal kisko khabar lagta dar lagta dar iss pal mein simte umar raat kate kabhie seher beloved winners tejran,1
"Kabhi kabhi  gussa muskrahat  se jayada khash hota hai
Muskra  to ham sabhi ke liye dete hai
Par gussa kisi khas par hi karte hai
ASLI WINNER UMAR RIAZ",kabhi kabhi gussa muskrahat jayada khash muskra ham sabhi ke dete gussa kisi khas karte asli winner umar riaz,4
"Tu Jo Hain Saath Toh Yeh Ambar
Lage Ke Jaise Saaya Ho Sar Par
Tere Kaandhe Par Rakhkar Sar
Yun Hi Kat Jaaye Saari Umar

BELOVED WINNERS TEJRAN",saath toh ambar lage ke jaise saaya sar tere kaandhe rakhkar sar yun kat jaaye saari umar beloved winners tejran,1
"Tu Jo Hain Saath Mere Toh Yeh Dagar
Lage Ke Jaise Khoobsurat Ghar 

BELOVED WINNERS TEJRAN",saath mere toh dagar lage ke jaise khoobsurat ghar beloved winners tejran,1
"O Humsafar Lagta Hain Dar
Raat Kate Na Kabhie Ho Sehar
Iss Pal Mein Simte Umar
Raat Kate Na Kabhie Ho Sehar

BELOVED WINNERS TEJRAN",o humsafar lagta dar raat kate kabhie sehar iss pal mein simte umar raat kate kabhie sehar beloved winners tejran,1
life me Khushi Kotak Mahindra me Mahindra ki tarah ho gayi. 😭😭😭,life me khushi kotak mahindra me mahindra tarah gayi,3
"Dil Me Khushi Ho To Chhalak Jaati Hai,
Muskurahtein Wajah Ki Mohtaaj Nahi Hoti.

BELOVED WINNER TEJRAN",dil me khushi chhalak jaati muskurahtein wajah mohtaaj nahi hoti beloved winner tejran,1
"Inhin Gam Ki Ghataaon Se Khushi Ka Chaand Niklega,
Andheri Raat Ke Pardon Me Din Ki Roshni Bhi Hai.

BELOVED WINNER TEJRAN",inhin gam ghataaon khushi chaand niklega andheri raat ke pardon me din roshni beloved winner tejran,3
"Promo is killing baba

Muje khushi ke sath dukh bhe h
 
Teju mere nhe hoo ske
🤣🤣

BELOVED WINNERS TEJRAN",promo killing baba muje khushi ke sath dukh bhe h teju mere nhe hoo ske beloved winners tejran,1
"Uski Jeet Se Hoti Hai Khushi Mujhko,
Yehi Jawab Mere Paas Apni Haar Ka Tha.

BELOVED WINNER TEJRAN",jeet hoti khushi mujhko jawab mere paas apni haar beloved winner tejran,0
"Pal Pal Pal Pal Har Pal Har Pal
Kaise Katega Pal Har Pal Har Pal

BELOVED WINNERS TEJRAN",pal pal pal pal har pal har pal kaise katega pal har pal har pal beloved winners tejran,1
Mera Dil dukh Raha hai bhaisaahab,mera dil dukh bhaisaahab,3
"Tum Khafa Ho Gaye To Koyi Khushi Na Rahegi,
Tumhare Bina Chiraagon Me Roshni Na Rahegi,
Kya Kahein Kya Gujregi Dil Par,
Zinda To Rahenge Par Zindagi Na Rahegi.

BELOVED WINNER TEJRAN",tum khafa gaye koyi khushi rahegi tumhare bina chiraagon me roshni rahegi kahein gujregi dil zinda rahenge zindagi rahegi beloved winner tejran,3
"Bas dil tujh mein dooba rahoon

BELOVED WINNERS TEJRAN",bas dil tujh mein dooba rahoon beloved winners tejran,1
"Dekhoon tujhe 
choo lo tujhe 
socho tujhe 
sunu tujhe

BELOVED WINNERS TEJRAN",dekhoon tujhe choo lo tujhe socho tujhe sunu tujhe beloved winners tejran,1
"Karna chaahun main tujhko haasil
Raasta tu tu hi meri manzil
Berukhi ab mita mujhse tu bhi jaaneja

BELOVED WINNERS TEJRAN",chaahun tujhko haasil raasta meri manzil berukhi mita mujhse jaaneja beloved winners tejran,1
"Dil mein ab thhi aarzoo hai
Main teri aur mera sirf tu hai
Rooth ke bhi mujhse judi hai jaaneja

BELOVED WINNERS TEJRAN",dil mein thhi aarzoo teri mera sirf rooth ke mujhse judi jaaneja beloved winners tejran,1
"Tu jab mila tha haan
Khuda bann gaya tha
Tu chala jo gaya hai kahin
Khuda pe bharosa nahin

BELOVED WINNERS TEJRAN",jab mila khuda bann chala kahin khuda bharosa nahin beloved winners tejran,1
"Tu hi toh hai zaroorat meri
Tujh mein hi chhupa hoon kahin
Bann ke phir se meri zindagi
De de khushi

BELOVED WINNERS TEJRAN",toh zaroorat meri tujh mein chhupa hoon kahin bann ke phir meri zindagi khushi beloved winners tejran,1
"Saansein bin saansein chal rahi hai
Sab toh hai subah ki kami hai
Tujh mein shuru khatam zindagi hai jaaneja...

BELOVED WINNERS TEJRAN",saansein bin saansein sab toh subah kami tujh mein shuru khatam zindagi jaaneja beloved winners tejran,1
"Kyun Lage Tu Saamne Hai
Sach To Hai Ki Tu Ja Chuki Hai
Rooh Mein Ab Bhi Tu Basi Hai Jaane-Ja

BELOVED WINNERS TEJRAN",kyun lage saamne sach chuki rooh mein basi jaane beloved winners tejran,1
"Zaroortein Bann Gayi Hai
Jaane Anjaane
Har Raahtein Mili Hai
Tere Aane Se

BELOVED WINNERS TEJRAN",zaroortein bann gayi jaane anjaane har raahtein mili tere aane beloved winners tejran,1
"Jaane Anjaane
Pyaar Tujhse Pyaar Tujhse
Behisab Hai..

BELOVED WINNERS TEJRAN",jaane anjaane pyaar tujhse pyaar tujhse behisab beloved winners tejran,1
"Tu Mile Na Mile Mil Gayi Hai
Zindagi Ki Khushi Bann Gayi Hai

BELOVED WINNERS TEJRAN",mile mile gayi zindagi khushi bann gayi beloved winners tejran,1
"Zaroortein Bann Gayi Hai
Har Raahtein Mili Hai.

BELOVED WINNERS TEJRAN",zaroortein bann gayi har raahtein mili beloved winners tejran,1
"Bekhayali di hai tere pyaas ne
Chaya suroor hai
Kuch to zaroor hai

BELOVED WINNERS TEJRAN",bekhayali di tere pyaas chaya suroor zaroor beloved winners tejran,1
"Kar diya deewana dard-e-kash ne
Chain cheena isqh ke ehsaas ne

BELOVED WINNERS TEJRAN",diya deewana dard e kash chain cheena isqh ke ehsaas beloved winners tejran,1
"Tu jo mili ek din mujhe
Mein kahin ho gaya lapata

BELOVED WINNERS TEJRAN",mili ek din mujhe mein kahin lapata beloved winners tejran,1
"Dhadhkon ko tujhse hi darkar hai
Tujhse hai rahatein
Tujhse hai chahatein

BELOVED WINNERS TEJRAN",dhadhkon tujhse darkar tujhse rahatein tujhse chahatein beloved winners tejran,1
"Har dua mein shamil tera pyaar hai
Bin tere lamha bhi dushwar hai

BELOVED WINNERS TEJRAN",har dua mein shamil tera pyaar bin tere lamha dushwar beloved winners tejran,1
"O jaan-e-jaan dono jahan
Meri bahon mein aa bhool ja, ah-ah
O jaan-e-jaan dono jahan
Meri bahon mein aa bhool ja

BELOVED WINNERS TEJRAN",o jaan e jaan jahan meri bahon mein aa bhool ah ah o jaan e jaan jahan meri bahon mein aa bhool beloved winners tejran,1
"Mein hoon yahan
Tu hai yahan
Meri bahon mein aa aa bhi ja

BELOVED WINNERS TEJRAN",mein hoon yahan yahan meri bahon mein aa aa beloved winners tejran,1
"Is pal ko milke aa jee le zara

BELOVED WINNERS TEJRAN",pal milke aa jee zara beloved winners tejran,1
"Tera ban baita hai mera jiya
Jaane kya hoga

BELOVED WINNERS TEJRAN",tera ban baita mera jiya jaane hoga beloved winners tejran,1
"Pehli nazar mein
Kaise jaado kar diya

BELOVED WINNERS TEJRAN",pehli nazar mein kaise jaado diya beloved winners tejran,1
"Hanste hanste kat jaye raste,
zindagi yuhi chalti rahe
khushi mile ya gham,
badlenge na hum
duniya chahe badalti rahe

BELOVED WINNERS TEJRAN",hanste hanste kat jaye raste zindagi yuhi chalti rahe khushi mile gham badlenge duniya chahe badalti rahe beloved winners tejran,1
"Khushi ek essa ahsas hai Jiski har kisi ko talash hai
Gum ek essa anubhav hai Jo sabke pass hai
Magar zindgi to vahi jeeta hai Jisko kud par vishwash hai
ASLI WINNER UMAR RIAZ",khushi ek essa ahsas jiski har kisi talash gum ek essa anubhav sabke pass magar zindgi vahi jeeta jisko kud vishwash asli winner umar riaz,4
Koi mereko ghumane le chalooooo 😭😭😭😭😭😭,mereko ghumane chalooooo,3
"Use chaha bhi toh kitne adab se yaaro, use jaane dia uski khushi se yaaro

FATEJO KA ISHQ",use chaha toh kitne adab yaaro use jaane dia khushi yaaro fatejo ishq,3
Maine ye 16-17 saal Mai bhi kiya hai😭😭😭😭😭,maine ye saal mai kiya,3
"Kabhi kabhi lagta hai liquor shop hi naya business adda hai .  Ek dim light ka mahol ho aur log baith ke apna Khushi aur future ka planning kar rahe hai sip lete huein. Ek alag hi duniya hai wahan. Jaroori nahi hi  kharab log hi jate hai , bahut bade bade log bhi mast hai .",kabhi kabhi lagta liquor shop naya business adda ek dim light mahol log baith ke apna khushi future planning rahe sip lete huein ek alag duniya wahan jaroori nahi kharab log jate bahut bade bade log mast,2
"Khushi Mili To Kayi Dard Mujh Se Rooth Gaye,
Dua Karo Ke Main Fir Se Udaas Ho Jaon.
BELOVED WINNER TEJRAN",khushi mili kayi dard mujh rooth gaye dua karo ke fir udaas jaon beloved winner tejran,3
Dopeher ko Lahore ke harny ka gham or Raat ko Karachi ke harny ki khushi bas yehi chl rha ha Zindagi me,dopeher lahore ke harny gham or raat karachi ke harny khushi bas chl ha zindagi me,3
"Aap ke Hone se Hamaari Khushi Judi Hui Hai…
Aap ki Aankho se Hamaari Roshni Judi Hui Hai…
Mat Karna Dur Apne HothoSe Ye Muskurahat…
Aap ki In Hansi se Hamaari Zindagi Judi Hui Hai…

ASLI WINNER UMAR RIAZ",aap ke hone hamaari khushi judi aap aankho hamaari roshni judi mat dur apne hothose ye muskurahat aap in hansi hamaari zindagi judi asli winner umar riaz,4
"Meri jaan se bhi pyare ho tum,
mere tamam hasraton ki manzil ho tum,
mere dil ki har khushi ho tum,
barson tarsi jis pyar ko me,
us pyar ka arman ho tum,
meri jaan se bhi pyare ho tum…

ASLI WINNER UMAR RIAZ",meri jaan pyare tum mere tamam hasraton manzil tum mere dil har khushi tum barson tarsi jis pyar me pyar arman tum meri jaan pyare tum asli winner umar riaz,4
GHAR AAJAAAAAAAOOOOOOOOO,ghar aajaaaaaaaooooooooo,3
"Milne ki khushi na bichad ne ka gham,
na tanha na udaas hai hum,
kaise 
aapki dosti ke bina akele 

ASLI WINNER UMAR RIAZ",milne khushi bichad gham tanha udaas kaise aapki dosti ke bina akele asli winner umar riaz,4
"Bade Ajeeb hai Yeh Zindgi ke Raste..
Anjane Mod par Kuch Log Dost Ban Jate hai
Milne ki Khushi de ya na de..
Bichadne ka Gam Jarur de Jate hai…

ASLI WINNER UMAR RIAZ",bade ajeeb zindgi ke raste anjane mod log dost ban jate milne khushi bichadne gam jarur jate asli winner umar riaz,4
"Baatein karke rula na dijiyega…
U chup rehke saza na dijiyega…
Na de sake Khushi,to Gam hi sahi…
Par DOST bana ke uhi bhula na dijiyega …

ASLI WINNER UMAR RIAZ",baatein karke rula dijiyega u chup rehke saza dijiyega sake khushi gam sahi dost bana ke uhi bhula dijiyega asli winner umar riaz,4
"Bade ajeeb hain ye zindagi ke raaste,
anjane mod par kuchh log dost ban jate hain,
milne ki khushi de ya na de
bichhadne ka gam zarur de jate hain…

ASLI WINNER UMAR RIAZ",bade ajeeb ye zindagi ke raaste anjane mod kuchh log dost ban jate milne khushi bichhadne gam zarur jate asli winner umar riaz,4
"Kaho usi se jo na kahe kisi se!
Maango usi se jo dede khushi se !
Chaho use jo tumhe mile kismat se !
Dosti karo usi se jo hamesha nibhaye hasi se…

ASLI WINNER UMAR RIAZ",kaho usi kahe kisi maango usi dede khushi chaho use tumhe mile kismat dosti karo usi hamesha nibhaye hasi asli winner umar riaz,4
"Tum kya milley har khushi mil gayi,
teri dosti har andhere ko ujaale mein badal gayi,
yunhi nibhaate rehna dosti sath dena har kadam pe mera,
teri dosti kya mili hamein toh duniya ki har cheez mil gayi…

ASLI WINNER UMAR RIAZ",tum milley har khushi gayi teri dosti har andhere ujaale mein badal gayi yunhi nibhaate rehna dosti sath dena har kadam mera teri dosti mili hamein toh duniya har cheez gayi asli winner umar riaz,4
"Teri muskurahat meri pehchan hai,
Teri khushi meri jaan hai,
Kuch bhi nahi meri zindagi bas itna samajh le,
Ki teri dosti hi meri shaan hai…

ASLI WINNER UMAR RIAZ",teri muskurahat meri pehchan teri khushi meri jaan nahi meri zindagi bas itna samajh teri dosti meri shaan asli winner umar riaz,4
"Muskurana hi Khushi nahi hoti,
Umar bitana hi Zindagi nahi hoti,
Khud se bhi zyada khayal rakhna padta hai dosto ka,
Kyoki Dost kehna hi Dosti nahi hoti.

ASLI WINNER UMAR RIAZ",muskurana khushi nahi hoti umar bitana zindagi nahi hoti khud zyada khayal rakhna padta dosto kyoki dost kehna dosti nahi hoti asli winner umar riaz,4
Sid aaja yaar 😭😭,sid aaja yaar,3
"Lagta he kamzor hote ja rahe he hum
Jaha gussa ana chahiye waha khamosh hote ja rahe he hum

ASLI WINNER UMAR RIAZ",lagta he kamzor hote rahe he jaha gussa ana chahiye waha khamosh hote rahe he asli winner umar riaz,4
"Khushi wali raat sone nahi deti
Dukh wali raat soya nahi jata

ASLI WINNER UMAR RIAZ",khushi wali raat sone nahi deti dukh wali raat soya nahi asli winner umar riaz,4
"Zindagi ik ajab mod par aa khadi thi or tum aae...Or tum aae...
Har khushi sath mera chhod kar ja rhi thi,or tum aae..

BELOVED WINNERS TEJRAN",zindagi ik ajab mod aa khadi or tum aae or tum aae har khushi sath mera chhod rhi or tum aae beloved winners tejran,3
"Khushi deke tumko gham udhar liya tumse bhi zyada tumse pyaar kiya 

ASLI WINNER UMAR RIAZ",khushi deke tumko gham udhar liya tumse zyada tumse pyaar kiya asli winner umar riaz,4
"Dil kho gya ho gya kisi ka,ab rasta mil gya khushi ka,rista naya rabba dil chhu rha hai,khinche mujhe koi dor teri or...Teri or teri or teri or haay rabba...

BELOVED WINNERS TEJRAN",dil kho kisi rasta khushi rista naya rabba dil chhu khinche mujhe dor teri or teri or teri or teri or haay rabba beloved winners tejran,1
"humne uske khushi ke liye 
kya kuch nahi kiya....
humne uske khushi ke liye 
kya kuch nahi kiya....
use roshni pasand thi
Aur humne khudko jala liya....",humne uske khushi ke nahi kiya humne uske khushi ke nahi kiya use roshni pasand humne khudko jala liya,3
"Kabhi khushi kabhi gham
ASLI WINNER UMAR RIAZ",kabhi khushi kabhi gham asli winner umar riaz,4
"Mujhe toh iss baat ki khushi haii wo dono bahar aake humara Trend dekhnege &lt;3 

BELOVED WINNERS TEJRAN",mujhe toh iss baat khushi haii bahar aake humara trend dekhnege lt beloved winners tejran,1
"Teja:- Teko darr nhi lagta ki mai gussa hokr terese durr chali jaaungi.
Kk:- Nhi kaha hie jaayegi..Tere ghar waale waapas choorke jaayenge ki aapne guarantee lii thiiiii.......

BELOVED WINNER TEJRAN",teja teko darr nhi lagta mai gussa hokr terese durr chali jaaungi kk nhi kaha hie jaayegi tere ghar waale waapas choorke jaayenge aapne guarantee lii thiiiii beloved winner tejran,0
"Khushi ki Raat hogi jashan Jara dat ke hoga,Mere Akhilesh bhaiya ke mukhymantri banne ka Andaaz Jara hat ke hoga,Kisan pareshan mat ho, yuvaon pareshan mat ho, berojgar pareshan mat ho, Akhilesh bhaiya a rahe hain march main 2022.",khushi raat hogi jashan jara dat ke hoga mere akhilesh bhaiya ke mukhymantri banne andaaz jara hat ke hoga kisan pareshan mat yuvaon pareshan mat berojgar pareshan mat akhilesh bhaiya a rahe march,3
"Khush rehna chohnde a par khushi labhde a kise hor toh 
Pyaar v paon di aas rkhi aas rakhi kise chor toh ❤️",khush rehna chohnde a khushi labhde a kise hor toh pyaar v paon di aas rkhi aas rakhi kise chor toh,3
"Jis jis ka mann mai jiska bhi gussa h sab trend mai nikal do ajj

BELOVED WINNERS TEJRAN",jis jis mann mai jiska gussa h sab trend mai nikal do ajj beloved winners tejran,2
"Ab toh hai Tumse har khushi apni

FATEJO KA ISHQ",toh tumse har khushi apni fatejo ishq,0
"Mere Aansu Tere Liye Ek Wada Ho ..

Duaa Hai Tu Jitni Zindagi Jiye
Khushi Se Jiye ..
Bas Teri Umar Meri Zindagi Se
Zyada Ho

ASLI WINNER UMAR RIAZ",mere aansu tere ek wada duaa jitni zindagi jiye khushi jiye bas teri umar meri zindagi zyada asli winner umar riaz,4
"Duniya ko khushi chahiye...!
Or mujhe har khushi m tum 😤❤️",duniya khushi chahiye or mujhe har khushi m tum,3
"ab khushi de ke azmaa le khuda,
in ghamon se toh main nahi marta",khushi ke azmaa khuda in ghamon toh nahi marta,3
"Ye khushi, ye.. khushi ka samaa
Dil Me goonji hai shehnaiyaan
Ye Haseen
Ye dil-nasheen
Ik mohabbat ki hai jo daastaan..
FATEJO KA ISHQ",ye khushi ye khushi samaa dil me goonji shehnaiyaan ye haseen ye dil nasheen ik mohabbat daastaan fatejo ishq,3
"Ab to hai tumse har khushi apni

FATEJO KA ISHQ",tumse har khushi apni fatejo ishq,0
"Zan-e-haseen thi aur phool chun k lati thi...
Mein shair kehta tha, wo dasta'n sunati thi...

Munafikon ko mera name zehar lagta tha..
Wo jaan bhoj k gussa unhain dilati thi...

Usay pata tha mein dunya nhi mohabbat hun...
Wo mujsay kuch bhi nhi chupati thi ❤",zan e haseen phool chun k lati mein shair kehta dasta n sunati munafikon mera name zehar lagta jaan bhoj k gussa unhain dilati usay pata mein dunya nhi mohabbat mujsay nhi chupati,2
Kabhi khushi kabhi ghum rewatch night lol,kabhi khushi kabhi ghum rewatch night lol,2
"Jiwan me ab khushi nhi, shanti se bhi kaam chal jayega.",jiwan me khushi nhi shanti kaam jayega,3
"Tum milo ya na milo
Lekin tumhe duniya ki har 
Khushi mile !❤️",tum milo milo lekin tumhe duniya har khushi mile,3
"Kisi Lutere Ne Nahin-Mujhe To Teri Sadgi Ne Lutliya,
Kisi Waqt Ne Nahin-Mujhe To Tere Intezar Ne Mardiya,
Kisi Khanjar Ne Nahi-Mujhe To Tere Alfazo Ne Zakhmikiya,
Are Ab to Gussa Chhod 

ASLI WINNER UMAR RIAZ",kisi lutere nahin mujhe teri sadgi lutliya kisi waqt nahin mujhe tere intezar mardiya kisi khanjar nahi mujhe tere alfazo zakhmikiya are gussa chhod asli winner umar riaz,0
"Sath rehne ki khushi mehsus krne se phle 🐞
Dur jaane k gum ki tyari bhi rkhna.. 🥀",sath rehne khushi mehsus krne phle dur jaane k gum tyari rkhna,3
"din mei ek bar us shakhs se zarur baat kro jisse baat krke apko khushi milti ho
lekin 
ek bar us se bhi baat kro jisko apse baat krke khushi milti ho",din mei ek bar shakhs zarur baat kro jisse baat krke apko khushi milti lekin ek bar baat kro jisko apse baat krke khushi milti,3
"Mujhse naraz hone ka koi faida nhi, 

Mujhe mnane ki jgah khud gussa ho jaane ki aadat hai..",mujhse naraz hone faida nhi mujhe mnane jgah khud gussa jaane aadat,2
"Do hi vikalp dikhte hain ji...
 ya to u.p bachayen ya ve apni Khushi bachaye 
agar EVM ki ijjat bacha ni hai to
 u.p gai 
agar u.p ko bachaya....
to Delhi gai",do vikalp dikhte ji u p bachayen ve apni khushi bachaye agar evm ijjat bacha ni u p agar u p bachaya delhi,0
Goli aur gussa sahi waqt par kharch karna chahiye (Use bullet and angst at the right time.),goli gussa sahi waqt kharch chahiye use bullet and angst at the right time,2
Ek din ki Khushi milti hai toh mahino tak us Khushi k karz chukana pdta hai.,ek din khushi milti toh mahino tak khushi k karz chukana pdta,3
kabhi khushi aur har waqt ghum,kabhi khushi har waqt ghum,2
kabhi kabhi cell ko charge hota dekh khushi hoti hai,kabhi kabhi cell charge dekh khushi hoti,2
Dipression kehta hai khud Khushi kr lay_______ Dil kehta hai MAA bohat Royegi yaar.....🥺💔🥀,dipression kehta khud khushi lay_______ dil kehta maa bohat royegi yaar,3
"Salaar ka pyar salaar ka gussa salaar ka rona hr tarha se salaar ne dil jeeta.... Do movie ki or dono m alag alag acting wow

Haroon Killed It In Ruposh",salaar pyar salaar gussa salaar rona hr tarha salaar dil jeeta do movie or m alag alag acting wow haroon killed it in ruposh,2
Baap ka gussa bahut tez h n us k samne koi bol nahi pata jab uska gussa shant ho jata h tab use samjhaya ja sakta h,baap gussa bahut tez h n k samne bol nahi pata jab uska gussa shant h tab use samjhaya sakta h,2
"Meri har khushi mein ho teri khushi
Mohabbat mein aisa zaroori nahi
Tu jab milna chaahe na mil sakun
Na milna mera koi doori nahi",meri har khushi mein teri khushi mohabbat mein aisa zaroori nahi jab milna chaahe sakun milna mera doori nahi,3
"Mujhy *جو* khushi mili na kabhi
Jaye tere sung jaye tu jahan",mujhy khushi mili kabhi jaye tere sung jaye jahan,2
"kya ker rahe ho Khan Sahab, khushi se haaal bura hogaya hai😭😭😭🌸",ker rahe khan sahab khushi haaal bura hogaya,3
Iski naak pr har waqt gussa sawar rehta hai pr jo bhi hai cute hai ...,iski naak pr har waqt gussa sawar rehta pr cute,0
"Hum to tujhe Khushi dena chahte the lekin na jane anjane mai PHR tere dukh ki wajah bane hum to tere dil mai rehne chahte the lekin anjane mai Dil se nikale gye Youn to na aye the teri zindagi mai Judaaa Hone k lye is waqt ki karamat se aaj us mukaam tak aa khade.
By: Vazzu
1:51",tujhe khushi dena chahte the lekin jane anjane mai tere dukh wajah bane tere dil mai rehne chahte the lekin anjane mai dil nikale gye youn the teri zindagi mai judaaa hone k waqt karamat aaj mukaam tak aa khade by vazzu,2
"Khushi mein 'Jashn' se behtar 'Shukr' hai,,
Aur Gum mein 'Sog' se behtar 'Sabr'❤",khushi mein jashn behtar shukr gum mein sog behtar sabr,2
"Abhi merko gussa araha hai kya masla hain network itnaa khraab ho raha hn!! 
ASLI WINNER UMAR RIAZ",abhi merko gussa araha masla network itnaa khraab hn asli winner umar riaz,4
"Khushi mangi thi khuda se
Aur tum mil gaye..✨🥰",khushi mangi khuda tum gaye,3
"aab toh hai tumse, har khushi apni 🤌✨",aab toh tumse har khushi apni,0
"AMU ,JNU ,Jamia k students ko bhi maara gaya tha tab tamam logon ne Khushi ka izhaar Kiya tha,, Aur jou ab Bihar aur Uttar Pradesh main students ko maara gaya uss ki humen Khushi nahi afsos hai. Zulm ko zulm hi kaha jayega sab yaad rakha jayega",amu jnu jamia k students maara tab tamam logon khushi izhaar kiya jou bihar uttar pradesh students maara uss humen khushi nahi afsos zulm zulm kaha jayega sab yaad rakha jayega,3
Samajh nahi aa raha lahore ki haar ki khushi manao ya karachi ki haar ka dukh 🤷‍♂️🤷‍♂️,samajh nahi aa lahore haar khushi manao karachi haar dukh,3
"Ruki ruki si zindagi jhat se chal padi hui khushi se dosti maza lele zindagi

ASLI WINNER UMAR RIAZ",ruki ruki si zindagi jhat padi khushi dosti maza lele zindagi asli winner umar riaz,4
"Kabhi kabhi vahi insaan aapko rula kar rakh deta hai,
Jiski khushi k liye aap kuch bhi kar sakte ho.🙂🙃",kabhi kabhi vahi insaan aapko rula rakh deta jiski khushi k aap sakte,2
Ek khushi ki lehr dor jaty ha in labon pr jab man pasand log apko yad rakhe❣️,ek khushi lehr dor jaty ha in labon pr jab man pasand log apko yad rakhe,0
So mishraa follow kar aur khushi de humko..chalo Anirudh jhansi ki rani ko follow karo😂😂🔥🔥🔥,so mishraa follow khushi humko chalo anirudh jhansi rani follow karo,3
"Tu Jha bee Rahay,  khush Rahay, 
  Mere issey ma khushi hay, 😍",jha bee khush mere issey ma khushi,3
Bechare tikait ki roji roti khatm kr di isliye gussa h thoda sa 😂😂,bechare tikait roji roti khatm di isliye gussa h thoda sa,2
Gussa kr gaye karachi waly😂😂,gussa gaye karachi waly,2
Kabhi kabhi to lage zindagi me rahi na khushi aur na maza,kabhi kabhi lage zindagi me khushi maza,2
"Faqt qirtaas ko naksh e dil e ifgar say munkash karnay pr jee ab halka nahi hota
Rabt e gham ha kuch aesa ka khushi ma bhi ye jee Khush nahi hota 

Nau saal chal aya ha munkir, haqeeqat say magar aashna nahi ha tu
Subh honay say tou banjaara bhi panah gazeen nahi hota",faqt qirtaas naksh e dil e ifgar say munkash karnay pr jee halka nahi rabt e gham ha aesa khushi ma ye jee khush nahi nau saal aya ha munkir haqeeqat say magar aashna nahi ha subh honay say banjaara panah gazeen nahi,0
Jab mere tweet par koi nhi aata to mujhe bahut khushi hota hai yahi sochkar ki dekho sab darte h mujhse😎😎 ye khauf bna rhna chahie 😭😎,jab mere tweet nhi aata mujhe bahut khushi yahi sochkar dekho sab darte h mujhse ye khauf bna rhna chahie,2
"Be Chaini, Be Basi, aur kya sambhalu.. 
Khushi, Talkhi, Gham e zindagi aur kya sambhalu!",be chaini be basi sambhalu khushi talkhi gham e zindagi sambhalu,2
